Domain,Word,Definition,TLD
ko.hu,kohu,"   • resemblance, appearance, likeness, match; like, resembling, alike, similar.
   • suitable, agreeable, appropriate, matching, 
   • in good taste, attractive, becoming, pleasing, fit,    ",hu
kohuko.hu,kohukohu, ,hu
kohu.like,kohu like,"exactly alike, uniform, consistent. ",like
koia.la,koiala, ,la
koikoi.na,koikoina,urging; to urge. ,na
koi.li,koili,"to rest on, as the moon on the surface of the sea; to sink into, penetrate. ",li
koi.ne,koine,"to hasten, be quick. ",ne
koipa.li,koipali,"name of a wind associated with Hālawa, Molokaʻi. ",li
ko.ki,koki,"snub-nosed, as of a bulldog. ",ki
kokiko.ki,kokikoki, ,ki
kokinaki.na,kokinakina,Cochin China. ,na
koko.hu,kokohu, ,hu
kokoi.ki,kokoiki,"star said to be named for Kokoiki, Kohala, Hawaiʻi, where it was first observed at the time of Kamehameha's birth. lit., little blood. ",ki
kokoi.na,kokoina,"urging, insistence. ",na
koko.ki,kokoki, ,ki
kokoko.mo,kokokomo, ,mo
koko.li,kokoli, ,li
kokolol.io,kokololio,"   • sharp, swift wind gust; 
   • rapid flowing water; 
   • drafty; 
   • to blow in gusts, 
   • move fast. ",io
kokolowi.ni,kokolowini,"sharp, penetrating, of wind; gust. ",ni
koko.mo,kokomo, ,mo
koko.na,kokona,bleeding. ,na
koko.ni,kokoni, ,ni
koko.pe,kokope,"to parry, defend. ",pe
kokopu.na,kokopuna,"first menstruation. lit., spring blood. ",na
koku.li,kokuli,earwax. ,li
ko.la,kola,"hard, rigid, sexually excited. ",la
kolako.la,kolakola, ,la
kola.mu,kolamu,column. ,mu
kolekoleleh.ua,kolekolelehua, ,ua
kole.la,kolela,cholera. ,la
kole.pa,kolepa,golf (the game). ,pa
kolepa.na,kolepana,corban. ,na
ko.li,koli,"   • to whittle, pare, sharpen, peel;    • to trim, as a lamp or the raveled edges of a dress;    • to shave, as hair.see paʻi koli, to trim, cut short... ",li
kolia.na,koliana,accordion. ,na
koliha.na,kolihana,"straight, tall. ",na
koliko.li,kolikoli, ,li
koli.la,kolila,gorilla. ,la
koli.li,kolili,"   • to flutter, as a flag; 
   • to wag, as a dog's tail. 
    also konini. ",li
kolo.au,koloau,"to stretch out; stretched out, long and thin. ",au
koloha.la,kolohala,"pheasant (Phasianus colchicus torquatus), the showy ring-necked pheasant. lit., creep go on. ",la
kolok.io,kolokio,"method of catching birds by means of a long stick with a crosspiece at the end; flowers were attached and smeared with sticky juice to which the birds stuck. The birds were first attracted by whistling. A bird catcher; to catch thus. lit., creep whistle. ",io
kolokoloh.ai,kolokolohai,"humble, modest, thoughtful, kind. cf. kolokolo, creeping, as in respect to a chief, and akahai, modest. ",ai
kolokolok.io,kolokolokio, ,io
kolola.ni,kololani,to go away silently. ,ni
kolol.io,kololio, ,io
kolome.ki,kolomeki,third mate on a ship; the officer next to the second mate. ,ki
kolomo.na,kolomona,a native shrub (Cassia gaudichaudii) with greenish-yellow flowers and thin flat pods. ,na
kolo.na,kolona,colon. ,na
kol.one,kolone,"column, as military. ",one
kolonia.la,koloniala,colonial. ,la
kolop.ao,kolopao,a bird (no data). ,ao
kolopo.ma,kolopoma,chloroform. ,ma
kolop.ua,kolopua,"fragrant, as air laden with the perfume of flowers, sometimes said of the breath. lit., creeping flowers. ",ua
kolowa.lu,kolowalu,name of a law in the time of Kū-aliʻi safeguarding the rights of commoners. ,lu
kolukeli.ne,kolukeline,glycerine. ,ne
ko.ma,koma,comma. ,ma
koma.na,komana,"stone, as used with octopus lures. ",na
ko.me,kome,"papyrus (RSV), bulrush (KJV). ",me
komiki.na,komikina,"commissioner, commission; to commission. ",na
komikio.na,komikiona,commissioner. ,na
ko.mo,komo,"to dress, put on, wear (any garment, formerly only lower garments). ",mo
komoko.mo,komokomo,evil possession resulting from sorcery. cf. noho. ,mo
komopa.ni,komopani,term used in 1845 for a military company. ,ni
komun.io,komunio,communion. ,io
ko.na,kona,leeward sides of the Hawaiian Islands; leeward. ,na
konako.na,konakona,"   • strong, bulging with muscles; 
   • rough and uneven, as a surface; 
   • hard.    ",na
kona.moe,kona moe,name of a cold Kona wind and rain. ,moe
k.one,kone,"rock badger (RSV), coney (KJV) . described by (Kep), perhaps a gony (gooney). ",one
kone.la,konela,colonel. ,la
kone.ne,konene,"desiccated, dried, as fruit. ",ne
konene.ne,konenene, ,ne
konewa.la,konewala,Cornwall. ,la
ko.ni,koni,"   • to throb, pulsate, tingle, beat; 
   • to flutter, as the heart; 
   • to tug, as small fish on baited hook.   ",ni
koniko.ni,konikoni,to palpitate; passion. ,ni
koni.ni,konini,"   • to wag, as a dog's tail; 
   • to flutter, wave, 
   • move to and fro.   ",ni
ko.no,kono,"to attract the attention of a bird, as by imitating its call, and then to snare it, as with gummed ʻieʻie roots. ʻUaʻu birds were snared thus. ",no
konohi.ki,konohiki,headman of an ahupuaʻa land division under the chief; land or fishing rights under control of the konohiki; such rights are sometimes called konohiki rights. ,ki
kono.ki,konoki,poker (card game). ,ki
konoko.no,konokono,to require. ,no
konou.li,konouli,"same as konoʻele (darkness, as of a forest; said also of the inside of thighs thought to be darkened by the chafing of the malo; somewhat darker than konouli...), but perhaps less dark. ",li
konuwae.na,konuwaena, ,na
ko.pa,kopa,"a native shrub (Hedyotis [Kadua] glaucifolia), found only on Kauaʻi, with narrow, tubular, inconspicuous, pale-yellow flowers, and narrow-ovate to heart-shaped leaves; related to the ʻuiwi. ",pa
kopahe.la,kopahela,gopher. ,la
kopa.la,kopala,corporal. ,la
ko.pe,kope,"copy, duplicate; to copy or duplicate. ",pe
kopeko.pe,kopekope,"   • to scribble.
   • redup. of kope₁ to rake, scratch...    ",pe
kope.la,kopela,camphor tree and product. ,la
kope.na,kopena,"hornet, wasp, scorpion (kopiana is the usual name for scorpion). ",na
kopenahake.na,kopenahakena,Copenhagen. ,na
kopia.na,kopiana,scorpion. ,na
kopilimak.io,kopilimakio,confirmation (Catholic term); to confirm. ,io
kopi.na,kopina,coping on the top of a building. ,na
kopo.la,kopola,cobra. ,la
kopola.no,kopolano,soprano. ,no
kowe.la,kowela,tower. (The common term is pūʻoʻa.) ,la
k.ua,kua,"   • to hew, chop, chip, hack, dub, strike, cut out; 
   • to fell, strike down, as an image (Oihk. 26:30) ; 
   • anvil, as of a blacksmith or for beating tapa; 
   • house used for beating tapa.    ",ua
kuae.hu,kuaehu,"silent, still, lonely. ",hu
kuaha.ua,kuahaua,"proclamation, declaration; to proclaim, announce. ",ua
kuahau.li,kuahauli,"large ʻōʻio, ladyfish or bonefish. ",li
kuahelem.ai,kuahelemai,awkward. ,ai
kuahinahi.na,kuahinahina,gray-headed. Molokaʻi. ,na
kuahi.ne,kuahine,"(more commonly Tuahine). Name of a misty rain famous in Mānoa, Oʻahu, named for Kuahine, who turned to rain after the murder of her daughter, Ka-hala-o-Puna; the rain is also in other localities. ",ne
kuaho.nu,kuahonu,"name of a quilting design. lit., turtle back. ",nu
kua.hu,kuahu,altar. ,hu
kuahu.lu,kuahulu, ,lu
ku.ai,kuai,"to scour, rub, polish, grind, scrape; to drag a scraping object; to mark a line from which marbles are shot. ",ai
kuaihela.ni,kuaihelani,"a famous legendary place in the high heavens, a home of the deified dead. ",ni
kuai.na,kuaina,"twine, string. ",na
kua.io,kuaio,border or bank as between taro patches or cultivated fields. ,io
kuai.pa,kuaipa,"swipes, home-brew, as made of pineapples, mangoes, molasses, or watermelons. slang. ",pa
kuaka.la,kuakala,"medicine made of pua kala plant and taken as treatment for pyorrhea, neuralgia, stomach ulcers. ",la
kuakea.hu,kuakeahu,"distant legendary place, as the brink of the nether world into which spirits leaped. Also Leinaakeakua. ",hu
kuake.ao,kuakeao,"lit., back of the light. ",ao
kuakema.la,kuakemala,Guatemala. ,la
kuaki.ni,kuakini,innumerable. ,ni
kuako.lu,kuakolu,"five generations removed, of a great-great-great-grandparent or great-great-great-grandchild, as kupuna kuakolu, moʻopuna kuakolu, for some speakers, four generations removed. ",lu
kuak.ua,kuakua, ,ua
kuaku.ai,kuakuai, ,ai
kuakual.au,kuakualau, ,au
kua.la,kuala,"   • somersault; to turn somersaults; 
   • to fall backwards; 
   • to turn over and over or upside down; 
   • to toss with palm of hand up.    ",la
kualak.ai,kualakai,"a sea creature, perhaps Aplysia dactylomela or A. juliana. ",ai
kuala.na,kualana,"lazy, indolent, bored, fatigued; roving about without a chief to support one, as a ""floater"" (lana); to wander. ",na
kuala.pa,kualapa,ridge. ,pa
kualape.hu,kualapehu,"pugilist in the high chief's court, a muscular young man who might also be asked to massage a chiefess or have relations with her. ",hu
kual.au,kualau,shower accompanied by sea wind. ,au
kuale.na,kualena,"to stretch, as tapa to free from wrinkles; taut. fig., to concentrate the thoughts. ",na
kua.li,kuali,"white, glistening, sparkling, shining. ",li
kualia.li,kualiali, ,li
kuali.ma,kualima,seven generations removed. ,ma
kualo.no,kualono,"region near the mountaintop, ridge. ",no
kual.ua,kualua,"four generations removed, of a great-great-grandparent or great-great-grandchild, as kupuna kualua, moʻopuna kualua; for some speakers, three generations removed. ",ua
kuamau.na,kuamauna,mountaintop. ,na
kua.na,kuana,"position, attitude; standing. ",na
kuanal.io,kuanalio,northern heavens and its stars. ,io
kuani.ki,kuaniki,quantity. ,ki
kuanu.nu,kuanunu,stroke in lua fighting. ,nu
kuao.la,kuaola,"verdant mountain, where all thrives and grows. ",la
kuapa.la,kuapala,a taboo chief who had the right to carry a pala fern in ceremonies. ,la
kuapa.pa,kuapapa,"   • heap, pile; to heap or pile up; heaped up; 
   • numerous. ",pa
kuapo.la,kuapola,taboo night proclaimed in month of ʻIkuwā during the makahiki festivals. ,la
kuau.li,kuauli,"verdant countryside. lit., green back. ",li
kuawe.li,kuaweli,dark in color. ,li
kuawi.li,kuawili,"   • long repetitious prayer said at luakini dedication ceremonies, 
   • hence repetitiousness in general; 
   • to repeat, 
   • to wander, digress, perhaps senselessly. ",li
kue.hu,kuehu,"   • to shake, stir up, as dust;
   • to knock a club from a foe's hands; 
   • to toss up, as spray; 
   • to brandish, wave; 
   • to clear of weeds; 
   • to drive off, especially evil spirits (tapa or ti leaves were torn into strips, blessed, and passed over a patient in order to exorcise spirits). 
cf. ehu, spray. ",hu
kueke.na,kuekena,Sweden; Swede; Swedish. ,na
kuekue.hu,kuekuehu, ,hu
kuekue.ne,kuekuene, ,ne
kuekue.ni,kuekueni,"to shake, tremble, vibrate, swing back and forth, as a waving kāhili, feather emblem. ",ni
kue.ni,kueni, ,ni
kuha.ua,kuhaua, ,ua
kuhaul.ua,kuhaulua,children of a high chief by a secondary wife or of second degree collaterality. ,ua
kuhik.au,kuhikau,"to point out, direct. ",au
kuhikuhi.na,kuhikuhina,"directing, pointing out, gesturing, reference, instruction, program, director. ",na
kuhila.ni,kuhilani,to point out and interpret signs in the sky; a reader of signs in the sky. ,ni
kuhi.na,kuhina,"minister, premier, regent, ambassador, secretary, diplomat, cabinet member; highest officer next to the king; officer in the king's guard. ",na
kuh.ua,kuhua,"to thicken, as scrambled eggs; to become pasty; to gel. ",ua
kuhuh.ua,kuhuhua, ,ua
kui.ki,kuiki,quilting; to quilt. ,ki
kuikila.na,kuikilana,Switzerland; Swiss. ,na
kui.la,kuila,twill. ,la
kuileh.ua,kuilehua,"name of a breeze blowing from the northwest of Niʻihau. lit., strike Lehua (Island). ",ua
kui.li,kuili,"prayer committed to memory and recited in unison during luakini (temple) dedications (Malo 171); to repeat, pray. ",li
kui.na,kuina,"a stringing together, as of leis. ",na
kui.ni,kuini,queen. ,ni
kuinike.ke,kuinikeke,quintet. ,ke
kuipa.pa,kuipapa,"method of making a hat lei by sewing leaves and flowers to a pandanus strip; to make such a lei. lit., string on a base. ",pa
kukai.ma,kukaima, ,ma
kukami.no,kukamino,"sycamine, a tree mentioned by Jesus; according to (Harper), a mulberry, probably the black variety. ",no
kuka.ne,kukane,"a rough lemon (Citrus limonia), liked for the fragrance of the skin, but too sour to eat. lit., having the nature of the kane skin fungus. ",ne
kuka.ua,kuka ua,raincoat. ,ua
kukawe.ke,kukaweke,raincoat. ,ke
ku.ke,kuke,"to nudge, push, jostle. ",ke
kukeka.ni,kukekani,Tuscany. ,ni
kuke.ke,kukeke,duchess. ,ke
kukeku.ke,kukekuke, ,ke
ku.ki,kuki, ,ki
kuki.ma,kukima,mandrake. ,ma
kuk.ua,kukua,"faint, dizzy; to faint. ",ua
kuku.la,kukula,"redup. of kula, school; to go to school. ",la
kuku.li,kukuli,"knee; to kneel; to crouch or lie as an animal, with feet under the body. ",li
kuku.lu,kukulu, ,lu
kuku.ma,kukuma,"a crab, often qualified by the terms kea, white, and ʻōhuluhulu, hairy. ",ma
kuku.na,kukuna,"   • ray, as of the sun; 
   • radius of a circle; 
   • spoke of a wheel; 
   • antenna of a lobster; 
   • spike of hāʻukeʻuke, a sea urchin; 
   • feeler of any creature; 
   • pistil of a flower. ",na
kuku.ni,kukuni, ,ni
ku.la,kula,"plain, field, open country, pasture. An act of 1884 distinguished dry or kula land from wet or taro land. ",la
kulaku.ke,kulakuke,Syracuse. ,ke
kulaku.la,kulakula,fields. ,la
kula.na,kulana,"to tilt, rock, reel, sway, toss and pitch; wobbly, shaky, unsteady. fig., insecure, hesitant. ",na
kulapepei.ao,kulapepeiao,"earring. lit., gold [for] ears. ",ao
kulea.na,kuleana,"right, privilege, concern, responsibility, title, business, property, estate, portion, jurisdiction, authority, liability, interest, claim, ownership, tenure, affair, province; reason, cause, function, justification; small piece of property, as within an ahupuaʻa; blood relative through whom a relationship to less close relatives is traced, as to in-laws. ",na
kuleka.na,kulekana,sultan. ,na
kule.ke,kuleke,"Turkey, Turk; Turkish. ",ke
kule.kia,kulekia,Crusader. ,kia
kule.ne,kulene,Cyrene. ,ne
kule.pa,kulepa,sulphur. ,pa
ku.li,kuli,"knee. (A mother would rap a disobedient child on the knee: see hoʻokuli; knocking on the knee was also a sign of stinginess: the person referred to is deaf , kuli₂,  to appeal for generosity). ",li
kuli.ma,kulima, ,ma
kuli.na,kulina,"deafness, disobedience, noise. ",na
kuli.no,kulino,Turin. ,no
kuli.pa,kulipa,tulip. ,pa
kulo.li,kuloli,"having no wife, children, or relatives (name derived from a lone mulberry tree growing in a cave at Kūloli, Kona, Hawaiʻi, which was known as ka wauke kū kahi a Kūloli, the lone mulberry tree of Kūloli); also said of any very young wauke plant. ",li
ku.lu,kulu,"   • to drip, leak, trickle; 
   • to flow, as tears; 
   • a drop; 
   • general name for distilled liquor. 
   • fig., disparaging term for a chief whose mother was said to be a commoner   ",lu
kul.ua,kulua, ,ua
kuluh.io,kuluhio,wafted off to sleep. ,io
kuluku.lu,kulukulu,"to drip, leak, drop: leaky. ",lu
kulukulu.na,kulukuluna,"flowing, leaking, dripping. ",na
kulu.ma,kuluma,"accustomed to, acquainted with, intimate with; customary, usual, chronic. ",ma
ku.ma,kuma, ,ma
kumaka.la,kumakala,Sumatra. ,la
kumaku.ma,kumakuma, ,ma
kuma.no,kumano,"to set in order, as in laying stones. ",no
kumeh.eu,kumeheu,"path, trail, road. ",eu
kumepa.la,kumepala,cymbal. ,la
kumepela.na,kumepelana,Cumberland. ,na
kumi.ma,kumima,Thummim. ,ma
kumi.no,kumino,cumin. ,no
ku.mu,kumu,"   • an article bought, sold or exchanged; 
   • price.   ",mu
kumuha.na,kumuhana,"topic, subject (as topic of discourse or grammatical subject); matter. (kumu₁ + -hana, nominalizer.) ",na
kumuhon.ua,kumuhonua,concoction made of gourd vine and kukui nuts. ,ua
kumuku.mu,kumukumu,"   • truncated stumps, roots; 
   • stubs, as of cut grass or decayed teeth; 
   • stump, 
   • stubble, as of a beard. ",mu
kumula.ni,kumulani,base of the sky; horizon. ,ni
kumul.au,kumulau,"female who has produced young, as of horse, cow, pig, chicken; to have produced young, female; root with many sprouts, propagating plant (rare); major source. ",au
kumule.na,kumulena,"name of a disease, perhaps jaundice. ",na
kumumi.ki,kumumiki,a mat motif with a continuous row of red lozenges with their lateral angles touching. ,ki
kumu.mu,kumumu, ,mu
kumumu.mu,kumumumu, ,mu
kumu.one,kumuone,"sandbank; sandstone, used for maika stones. lit., sand base. ",one
ku.na,kuna,a variety of fresh-water eel. ,na
kunaku.na,kunakuna,"itch, scabies; scabby skin condition; to itch. ",na
kune.ke,kuneke,Sunday. ,ke
ku.ni,kuni,"   • to burn, blaze, 
   • kindle, 
   • scorch, sear, 
   • brand, earmark (cattle); 
   • to etch, in leather; 
   • scar,   ",ni
kuniku.ni,kunikuni, ,ni
ku.nu,kunu,"to broil on coals, as of meat, fish. ",nu
kunuku.nu,kunukunu,"to grumble, complain; displeased, dissatisfied. ",nu
kunu.na,kununa, ,na
kuokekima.la,kuokekimala,duodecimal. ,la
kuoloka.ni,kuolokani,"timbrel (Puk. 15.20) , psaltery (Hal. 92.3) . ",ni
kuo.ni,kuoni,"to walk gently, slowly, softly; to lag behind. ",ni
ku.pa,kupa,"   • citizen, native; 
   • well-acquainted. ",pa
kup.ae,kupae,goodbye; to say goodbye. ,ae
kup.ai,kupai, ,ai
kupalo.ke,kupaloke,"tuberose (Polianthes tuberosa), popular in leis. ",ke
ku.pe,kupe,"to stumble, twist the ankle. fig., to misstep, err in conduct. ",pe
kupeka.la,kupekala,"an edible bivalve found at Pearl Harbor, possibly Chama species. ",la
kupeli.na,kupelina,Dublin. ,na
kupualalookala.ni,kupualalookalani,"name of a star. lit., demigod beneath the heavens. ",ni
kupu.na,kupuna,"starting point, source; growing. ",na
kupuw.ao,kupuwao,"an endemic genus of small trees (Broussaisia), with a few forms, in the saxifrage family. lit., mountain sprout. ",ao
l.ae,lae,"cape, headland, point, promontory. ",ae
laeh.ao,laehao,Cape Horn. ,ao
laehaoke.la,laehaokela,"unicorn, rhinoceros. lit., brow with protruding horn. ",la
laehi.na,laehina,"same as noio, a tern. lit., white brow. ",na
lahai.na,lahaina,"a variety of sugar cane, usually free tasseling, heavy stooling, and with rather semierect to recumbent growth; large, long heavy tops. ",na
