Word,Definition
ʻamakihi,"a group of small endemic Hawaiian honey creepers, Loxops virens; abundant on Hawaiʻi (L. v. v.), Maui (L. v. wilsoni), and Kauaʻi, uncommon on Oʻahu (L. v. chloris) and Molokaʻi, rare on Lānaʻi. The feathers are yellow and greenish, and were formerly used in feather capes. The Kauaʻi form was also called alawī kihi. "
ʻāmala,"armorer, blacksmith. "
ʻāmama,"finished, of a pre-Christian prayer (said almost at the end of a prayer); to finish a prayer, to pray and sacrifice. "
-āmana, 
ʻāmana₁,"   • y-shaped crosspiece at the end of a pole (as of a lāʻau kia); 
   • horizontal line on an upright; 
   • branches of a tree in the form of a Y; 
   • gallows; 
   • T-shaped; 
   • shaft of an octopus lure.    "
ʻamaʻu₁,"all species of an endemic genus of ferns (Sadleria), with trunk more or less evident. The fronds are narrower, smaller, and less divided than those of the hāpuʻu. At least one species has at the top of the trunk a mass of soft scales (pulu) used as pillow stuffing. Formerly, in times of famine, the tasteless pith of the trunk was cooked and eaten. The fronds were used to mulch dry-land taro, the stems for plaiting and as sizing for tapa. The ʻamaʻu was one of the forms that Kamapuaʻa, the pig god, could take at will. Also maʻumaʻu, maʻu. "
ʻamaʻu₂,place where ʻamaʻu₁ ferns are found. 
ʻāmaui,"Oʻahu thrush (Phaeornis obscurus oahuensis), dusky, olive-brown above, ashy-gray beneath, endemic, presumed extinct, with subspecies on Hawaiʻi (ʻōmaʻo₃), Lānaʻi (olomaʻo), Molokaʻi (olomaʻo), and Kauaʻi. "
amaumau, 
ʻamaʻumaʻu,"young ʻamaʻu ferns; many ʻamaʻu ferns, ferny, abounding in ʻamaʻu ferns; a covering of ʻamaʻu ferns (preceded by ke). "
ā me,and (sometimes written ame). 
ʻAmehaka,Amherst. 
ʻAmekekama,Amsterdam. 
ʻameki,amethyst. 
ʻamekukeke,amethyst. (Puk. 28.19)  
ʻAmelika,America; American. 
ʻAmelika ʻĀkau,"North America, North American. "
ʻAmelika Hema,"South America, South American. "
ʻAmelika Hui,United States of America. 
ʻAmelika Huipū,"United States of America, American. "
ʻAmelika Waena,"Central America, Central American. "
ʻamene,amen; to say amen. 
ʻamepela,amber. 
ʻami₁,"hinge, joint; to turn on hinges. "
ʻami₂,"a hula step with hip revolutions; to do this step. Three types are ʻami kāhela, ʻami kūkū, and ʻami ʻōniu. "
ʻami₃,measuring worm. 
ʻamiʻami,"   • elastic, pendulous, springy; 
   • jerking of the hips back and forth in a crude or vulgar ʻami hula;    • motion of sexual intercourse; 
   • to move on hinges.    "
ʻamihamiha, 
ʻami honua,exaggerated and rapid revolving of the hips in the hula; to do so. 
ʻami hoʻokuʻi,"joint. lit., connecting joint. "
ʻami hoʻokuʻina lewa,"ball-and-socket joint. lit., swinging connecting joint. "
ʻami hue, 
ʻāmika, 
ʻami kāhela,"hula step; hip rotations with weight on the right hip as the left heel lifts very slightly, then reversing; to do this ʻami. "
ʻami kai,an amphipod (Caprellid amphipods) that clings to seaweeds or hydroids; it has a long slender body and is the color of the seaweed or hydroid on which it feeds. 
ʻāmikamika,"a relish, morsel, or bit of food, scraps of food. "
ʻami kūkū,a hula step with ʻami; like the ʻami kāhela except that the revolutions are smaller and faster and in groups of three; sometimes two slower kāhela revolutions are followed by three faster kūkū revolutions; to perform this step. 
ʻami kuʻupau,very rapid revolution of the hips in the hula; an uninhibited (kuʻupau) ʻami; to do so. 
ʻāmimi,name recorded for a type of lava rock on Lehua Island. Niʻihau. 
āmio,"   • narrow channel, as to a sea pool; 
   • to move through such a channel; 
   • to blow in a current; 
   • to pass in and out; 
   • gusty. 
   • fig., to die.   "
ʻĀmio₂, 
āmiomio, 
ʻamiʻōniu,"the figure-eight hula step; the revolving hips (ʻami) form an eight, with weight shifting; to perform this step. lit., spinning ʻami. "
ʻami ʻōpū,"an ʻami hula step with abdomen thrust forward, considered in poor taste; to do this step. lit. stomach ʻami. "
ʻami poepoe,"same as ʻami kāhela but a new term. lit., round ʻami. "
ʻami puka,hinge of door or gate. 
amo,"to carry a burden on the shoulders, to lift weights; a burden. fig., responsibility. "
ʻamo₁,"wink, sparkle; to wink, sparkle, glimmer, twinkle. "
ʻamo₂,"contraction of the anal muscles, anal opening, vagina. cf. pī ka ʻamo under pī₂. "
amoa, 
amoamo,"to raise or mount high, as waves; high, raised. "
ʻamoʻamo₁, 
ʻamoʻamo₂, 
amo kau,a stick for carrying burdens on the shoulder. 
ʻāmokemoke,"irregular, uneven. "
ʻamokiʻi₁,stem of fruits or tubers; small end of sweet potato tuber. 
ʻamokiʻi₂,genitals of male. 
ʻāmokumoku,"abounding in islets or rocks, as a reef; full of stumps; cutting, severing. "
ʻamomo,"amomum, a genus of plants in the ginger family. "
ʻamonia,ammonia. 
ʻāmoʻomoʻo₁,small strip of tapa or matting such as can serve as a sample. 
ʻāmoʻomoʻo₂,young stage of the ʻōʻio fish. 
ʻamopuʻu,"thin, emaciated, lean. lit., protruding anal opening. "
amu₁,"to curse, revile. "
amu₂,to eat. 
Amu₃,name of a Kauaʻi wind. 
āmū,"to trim, shear, shave; shaving, shearing. "
amuamu, 
āmūāmū, 
ʻāmuʻemuʻe,"suffering from penetrating cold, bitter cold, bitter to taste. "
āmuka,reported as a var. name for the kāhala fish 
ʻāmuku,cut off. 
ʻāmukumuku, 
ʻamumū,"dull, blunt; dullness, bluntness. "
ana₂,"to have enough or too much, satisfied, satiated, surfeited. "
ana₃,"cave, grotto, cavern. "
ana₄,larynx. 
ana₅,after e (verb). see e (verb) ana. 
ana₆,"following verbs indicating a single event, whether a command or a statement, whether completed or incompleted. "
ʻana₁,"pumice, used as a rubber. "
ʻana₂,"siliceous sponge (Leiodermatium), used as medicine and as sandpaper. "
ana ʻāina,land surveying; to survey. 
ʻana ʻalaea,red pumice. 
ʻanaʻana₁,"pellet-shaped, as goat dung. "
ʻanaʻana₂,"to shiver, tremble. "
ʻanāʻanā,"black magic, evil sorcery by means of prayer and incantation; to practice this. "
ʻānaʻanai, 
ʻanaʻanapa, 
anaanapau,to move briskly. 
ʻanaʻanapuʻu, 
ʻānaʻanau, 
ʻānaʻanea,"idiotic, foolish, as one under the spell of sorcery. "
anaʻē,to save for future use. 
ʻanae,full-sized ʻamaʻama mullet fish. 
anahā,reflection of light. 
ʻanahenahe, 
ana hola,hourglass. 
anahonua,geometry. 
ana honua,"surveying, to measure the surface of the earth. "
ana hoʻohālike,"model, pattern. "
ʻanahua,"deformed, disfigured, stoop-shouldered, lopsided; such a person. "
anahuinakolu,trigonometry. lit. triangular measurement. 
anahulu₁,period of ten days; for ten days; to pass ten days. 
anahulu₂,"large moana, a fish from 30 to 80 cm long. "
ānai₁, 
ānai₂,attraction. 
ʻānai₁,"   • to rub, scrub, scour, polish, grind, grate, rubbing, scrubbing, etc.; 
   • friction.   "
ʻānai₂,to curse. 
ʻānai₃,"blot out, lay waste, destroy. "
anaina,"congregation, audience, assembly, gathering, crowd; to assemble. "
anaina hoʻolewa,funeral wake or gathering. 
anaina hoʻomana,congregation for worship. 
ʻānainai, 
anainaʻike aliʻi,royal reception or audience. 
ʻanaka,"gekko (RSV); polecat, ferret (KJV). "
ʻanakā,anchor. 
anakahi,unit of measurement. 
ana kaumaha,to weigh; weight. 
ʻanakeʻe,"bent, crooked, misshapen. "
ʻanakia,"anarchy, anarchist. "
ʻanakiʻi, 
ʻanakoe,nothing remains to be done. 
ʻanakoʻi,"inflammatory swelling of a lymph gland, venereal tumor, bubo. "
ʻanakomia,anatomy. 
anakuʻu, 
ʻanaliʻi₁,"wee, stunted. "
ʻanaliʻi₂,"a native fern (Asplenium lobulatum) with narrow fronds to 45 cm long, having many narrow lobes along two opposite sides of the axis. "
analio₁,tail feathers. 
analio₂, 
analipo,"distance, faraway space, beyond the horizon. "
ana loa,measurement of length. 
ana manawa,tempo marker in music; Maelzel's metronome marker. 
ana mekela,metric weight and measure. 
ʻanamiʻu, 
anana,"fathom: formerly the distance between tips of longest fingers of a man, measured with arms extended on each side; Catholic writers equated anana with one meter; to count by this measurement or by fathoms. "
ʻānana,"to strain, as juice or poi. "
ʻananalu,a variety of hīnālea fish. 
ʻananau, 
ananea,"leafless, bare. "
ʻananiʻo, 
ananū,turnip. 
ananū pilau,"daikon. lit., bad-smelling turnip. "
ʻananuʻu,"to collapse or deflate, as a balloon. "
ana ʻōlaʻi,seismograph. lit. machine to measure earthquakes. 
ʻana ʻōlaʻi,white pumice with fine pores. 
ana ʻole,"without equal, unsurpassed, immeasureable, incomparable (in this sense, similar, to launa ʻole and lua ʻole), limitless, unlimited, never satisfied. "
ʻanapa,"to shine, gleam, glitter, flash, sparkle; brightness, gleam. "
anapaʻa,cubic measure. 
ʻānapanapa₁, 
ʻānapanapa₂,"Hawaiian soap plant (Colubrina asiatica), a twining shrub, distributed from Africa, India, and Australia to Polynesia, with ovate- to heart-shaped leaves and small round fruits. The leaves form a lather in water and have long been used as soap on Pacific islands. The plant is mistakenly reported to be poisonous. Also kauila ʻānapanapa, kukuku; kolokoloon Niʻihau. "
ʻānapanapa₃,"red seaweeds (Gelidium spp.); small, stiff, branching, edible plants. "
ana paona,"scales, balance; to weigh. lit., pound (Eng.) measure. "
ʻanapau,"to leap, frisk, frolic; frisky. [Now heard only in the song: He aha ka hana a ʻAnapau (mele maʻi for Queen Liliʻuokalani)? What does Frisky do?] "
ana piha,measurement of capacity. 
ana piwa,"thermometer, for taking temperatures; to take temperature. lit., fever (Eng.) measure. "
ʻanapu, 
ana puka,"underground passage, tunnel. "
ʻānapunapu, 
anapuni,"boundary, circumference, perimeter; to encircle, go around. "
ʻanapuʻu₁,"bumpy, lumpy, jagged, uneven; bump, hump; to hump along, buck; to project, as the bones of a thin animal. "
ʻanau,"   • to move with a jerky motion; 
   • to go gadding from place to place.    "
ana ua,rain gauge; to measure rainfall. 
anauaniʻi, 
ʻanau hele,"to go here and there, gad. "
anaʻuku,mealybug (Coccidae) and scale insects. 
anauna, 
ʻānaunau₁, 
ʻānaunau₂,"a small shrubby mustard, called peppergrass (probably a native species, Lepidium bidentatum var. o-waihiense); the root was used medicinally. "
ʻānaunau₃,"according to (Rock) (1913) a large native peppergrass (Lepidium serra), with narrower leaves, found only on Kauaʻi. "
anawaena,"diameter. lit., middle measure. "
ana wai,water meter. 
ana waina,liquid measure. 
ana wela,"thermometer, measurement of heat; to measure heat. "
ane₁,"   • a dermestid beetle that destroys feathers in feather-work; 
   • mites, as in chickens; 
   • ringworm; 
   • insect-eaten, gnawed.    "
ane₂,"the breath of life, passing of a breeze. "
ane₃,"pimple, scabies. "
ʻane₁,to draw near. 
ʻane₂, 
ānea₁,"insipid, tasteless. "
ānea₂,vibration caused by heat. 
ānea₃,"   • pas/imp of ane₁, moth-eaten
   • fig., a battered tramp.    "
ānea₄,"bare, leafless "
ānea₅, 
ʻAnealika,Antarctic. 
aneane,"faint, feeble, exhausted; nauseous dizziness. "
ʻaneʻane,"nearly, almost, scarcely, hardly, not quite, fairly; near. "
āneanea, 
ʻāneʻe₁,"to move along by jerks, hitch along, sidle. "
ʻāneʻe₂,"to go where one is not welcome, to wear out a welcome. "
ʻāneʻe aliʻi,parasite or sponger on a chief; royalist (disparaging). 
ʻāneʻeneʻe₁, 
ʻāneʻeneʻe₂,old clothing; small mat that is carried about to sit on. 
ānehe,"   • to come upon quietly, 
   • move stealthily, 
   • poise.   "
ānehenehe, 
āneho,"transgression of the law, wrong, fault; to transgress. "
ʻaneʻi₂,doubtful (used idiomatically). 
ʻĀnekalikana,Anglican. 
ʻanekaliko, 
ʻAneke,Andes. 
ʻanekelo,angle. 
ʻanekelopa,"antelope; gazelle (RSV), roebuck (KJV) "
ʻaneko,"dill (RSV), anise (KJV). "
ʻanekomio, 
ʻAnekowela,Andover. 
ʻānela,angel; designation for Hawaiian gods and spirits by those converts to Christianity who had kept some of the old gods. 
ʻanemoku,"peninsula. lit., near island (perhaps a translation of French presqu'île). "
anena,Niʻihau. 
āneo,a game; the stone called hiu was said to have been used in this game. 
āneʻoneʻo,to itch. 
ānewa,"dizzy, unsteady, as one ill or intoxicated. "
ānewanewa, 
ani,"   • to beckon, wave; beckoning.
   • to blow softly, as a breeze; 
   • to draw a net over the surface of water; 
   • to pass over the surface, as a hand    "
ania₁,breezy. 
ania₂,smooth. 
ʻānia,"scorched, singed, parched; hot, as an oven. "
aniani₁,"   • mirror, 
   • glass; 
   • clear, transparent, 
   • obvious.   
Several types of aniani are listed below. "
aniani₂,"   • cool, refreshing; to blow softly, gently. 
   • fig., to travel swiftly.    "
āniania,"smooth, calm. "
ʻāniania, 
ʻanianiau,"a small, bright olive or yellowish-green Hawaiian honey creeper (Loxops [formerly Chlorodrepanis] parva), endemic to Kauaʻi, and related to the ʻamakihi. The young birds which are confused with young ʻamakihi, were reported to have been called alawī. The greater ʻamakihi (L. satittirostris) is presumed extinct. "
aniani hoʻonui ʻike,"magnifying glass, microscope, telescope. lit., glass to enlarge vision. "
Anianiikalani,name of a star said to be in the Milky Way. 
aniani ipu kukui,lamp chimney. 
aniani kilohi,"mirror, looking glass. "
aniani kū,standing mirror. 
aniani kukui uila,"electric-light bulb. lit., electric light glass. "
aniani nānā,"mirror, looking glass. "
aniani paʻa lima,hand mirror. 
ʻāniha,"unfriendly, angry, hardhearted, hostile. "
ʻānihaniha₁, 
ʻānihaniha₂,"nearly, almost. "
ʻānihinihi₁,precarious. 
ʻānihinihi₂,small taro tubers. Less used than ʻōnihinihi. 
ʻā niho loa,a small fish (no data). 
ʻanikelikeko,antichrist. Also shortened to ʻanekaliko. 
ānini,"Eurya sandwicensis, a native tree or shrub in the tea family. "
ʻanini₁,"dwarfish, stunded, tiny. "
ʻanini₂,"to vary, as great and small waves. "
ʻanini₃,awning. 
ani peʻahi,"to wave or beckon, as with the hand, fan. "
ʻāniʻuniʻu,root connecting sweet potato to vine. 
ano₁,"   • awe, reverence, peacefulness, sacredness, holiness;
   • feeling of awe, fear, or oppression; 
   • weird solitude, oppressive quiet; 
   • awestruck, lost in thought.    "
ano₂,"time (in songs, and usually before ahiahi, rarely before kakahiaka). "
anoa₁,"dry, parched, barren. "
anoa₂, 
ʻānoa,"to end, give up. "
ʻanoʻai₁,"greeting, salutation, news; to greet. "
ʻanoʻai₂,unexpected. 
ʻanoʻai₃,perhaps. 
ʻano akua,"godlike, divine; godly form. "
anoano, 
anohale,individual presiding over the ʻume game. 
ʻano hana,"method, case, technique, as in solving problems. "
ʻānoho,sitting taboo. 
ʻano hou,"new variety, fashion, or kind; new, unusual. "
ʻano hui,"compound, as of fractions. "
ʻano huikau,"complex, as of fractions. "
ʻanoʻi,"desire, longing, love, desired one, lover; to desire, yearn; loved, beloved. "
ʻano lani,"of heavenly or royal character, celestial, noble, royal, pure. "
ʻano like,"resembling, of similar nature or type; resemblance, similarity. "
ʻānonanona,ant. 
ānoni,"var. spelling of ʻānoni
   • to mix, interweave, intertwine, mixed. 
   • fig., confused, doubtful. "
